binomial,fossilArea
Bolitoglossa pygmaea,0
Bolitoglossa ramosi,0
Bolitoglossa riletti,0
Bolitoglossa robinsoni,0
Bolitoglossa robusta,0
Bolitoglossa rostrata,0
Bolitoglossa rufescens,940.3543831
Bolitoglossa salvinii,0
Bolitoglossa savagei,0
Bolitoglossa schizodactyla,365.9780762
Bolitoglossa silverstonei,0
Bolitoglossa sima,20.10208524
Bolitoglossa sombra,0
Bolitoglossa sooyorum,0
Bolitoglossa splendida,0
Bolitoglossa striatula,13624.47643
Bolitoglossa stuarti,0
Bolitoglossa subpalmata,0
Bolitoglossa suchitanensis,0
Bolitoglossa synoria,0
Bolitoglossa tamaense,0
Bolitoglossa tatamae,0
Bolitoglossa taylori,0
Bolitoglossa tenebrosa,0
Bolitoglossa tica,0
Bolitoglossa tzultacaj,0
Bolitoglossa vallecula,0
Bolitoglossa veracrucis,0
Bolitoglossa walkeri,70.32260839
Bolitoglossa xibalba,0
Bolitoglossa yariguiensis,0
Bolitoglossa yucatana,39864.19194
Bolitoglossa zacapensis,0
Bolitoglossa zapoteca,0
Bombina bombina,399955.0997
Bombina fortinuptialis,0
Bombina lichuanensis,0
Bombina maxima,507.230473
Bombina microdeladigitora,0
Bombina orientalis,178438.8085
Bombina pachypus,1786.969248
Bombina variegata,48714.89554
Boophis albilabris,324.2845302
Boophis albipunctatus,0
Boophis andohahela,0
Boophis andrangoloaka,0
Boophis andreonei,0
Boophis anjanaharibeensis,0
Boophis ankarafensis,0
Boophis ankaratra,0
Boophis arcanus,0
Boophis axelmeyeri,80.17265591
Boophis baetkei,0
Boophis blommersae,0
Boophis boehmei,0
Boophis boppa,0
Boophis bottae,0
Boophis brachychir,22.02676278
Boophis burgeri,0
Boophis calcaratus,2409.92501
Boophis doulioti,19607.12649
Boophis elenae,0
Boophis englaenderi,316.4992342
Boophis entingae,25.01460671
Boophis erythrodactylus,0
Boophis fayi,33.8572619
Boophis feonnyala,0
Boophis goudotii,0
Boophis guibei,0
Boophis haematopus,25.35244545
Boophis haingana,0
Boophis idae,0
Boophis jaegeri,26.34228825
Boophis laurenti,0
Boophis liami,0
Boophis lichenoides,40.33667826
Boophis lilianae,0
Boophis luciae,0
Boophis luteus,5.5842738
Boophis madagascariensis,1223.620887
Boophis majori,0
Boophis mandraka,0
Boophis marojezensis,468.6370649
Boophis miadana,0
Boophis microtympanum,0
Boophis miniatus,0
Boophis narinsi,0
Boophis nauticus,0
Boophis obscurus,0
Boophis occidentalis,9.865836902
Boophis opisthodon,4111.508363
Boophis pauliani,0.268037168
Boophis periegetes,0
Boophis picturatus,0
Boophis piperatus,0
Boophis popi,0
Boophis praedictus,7.96687315
Boophis pyrrhus,1.07941902
Boophis quasiboehmei,0
Boophis rappiodes,0
Boophis reticulatus,226.4817984
Boophis rhodoscelis,0
Boophis roseipalmatus,7.966873492
Boophis rufioculis,0
Boophis sambirano,0
Boophis sandrae,0
Boophis schuboeae,0
Boophis septentrionalis,90.35940523
Boophis sibilans,16.64028934
Boophis solomaso,0
Boophis spinophis,0
Boophis tampoka,0
Boophis tasymena,1.074822218
Boophis tephraeomystax,4810.441558
Boophis tsilomaro,0
Boophis ulftunni,0
Boophis viridis,320.8729851
Boophis vittatus,0
Boophis williamsi,0
Boophis xerophilus,13705.93063
Boulengerula boulengeri,0
Boulengerula changamwensis,0
Boulengerula denhardti,0.249059955
Boulengerula fischeri,0
Boulengerula niedeni,0
Boulengerula spawlsi,0
Boulengerula taitana,0
Boulengerula uluguruensis,0
Brachycephalus alipioi,0
Brachycephalus brunneus,0
Brachycephalus didactylus,582.7816864
Brachycephalus ephippium,8586.151734
Brachycephalus ferruginus,0.35389277
Brachycephalus hermogenesi,461.0875934
Brachycephalus izecksohni,0
Brachycephalus nodoterga,26.28353403
Brachycephalus pernix,0
Brachycephalus pombali,0.351812653
Brachycephalus vertebralis,0
Bradytriton silus,0
Brasilotyphlus braziliensis,451.6062
Breviceps acutirostris,83.09220806
Breviceps adspersus,351486.8379
Breviceps bagginsi,18.86844265
Breviceps branchi,0
Breviceps fichus,0
Breviceps fuscus,101.9269131
Breviceps gibbosus,0.062840898
Breviceps macrops,1589.327953
Breviceps montanus,500.8248335
Breviceps mossambicus,250985.4121
Breviceps namaquensis,391.3646983
Breviceps poweri,219184.5367
Breviceps rosei,917.4297997
Breviceps sopranus,313.675919
Breviceps sylvestris,0
Breviceps verrucosus,115.6720386
Bromeliohyla bromeliacia,0
Bromeliohyla dendroscarta,0
Bromeliohyla melacaena,0
Bryophryne abramalagae,0
Bryophryne bakersfield,0
Bryophryne bustamantei,0
Bryophryne cophites,0
Bryophryne flammiventris,0
Bryophryne gymnotis,0
Bryophryne hanssaueri,0
Bryophryne nubilosus,0
Bryophryne phuyuhampatu,0
Bryophryne zonalis,0
Buergeria buergeri,14870.28371
Buergeria choui,1905.015103
Buergeria japonica,236.660451
Buergeria otai,362.5941235
Buergeria oxycephala,0
Buergeria robusta,218.6521205
Bufo ailaoanus,0
Bufo aspinius,0
Bufo bankorensis,84.50990715
Bufo bufo,487289.1757
Bufo cryptotympanicus,0
Bufo eichwaldi,1321.736953
Bufo gargarizans,890637.2746
Bufo japonicus,16202.72323
Bufo luchunnicus,0
Bufo menglianus,0
Bufo pageoti,0
Bufo stejnegeri,278.6511015
Bufo torrenticola,516.4500961
Bufo tuberculatus,0
Bufo tuberospinius,0
Bufo verrucosissimus,5805.372994
Bufoides meghalayanus,0
Bufotes balearicus,29684.45752
Bufotes boulengeri,388198.7663
Bufotes latastii,819.6430736
Bufotes luristanicus,5635.113028
Bufotes oblongus,151470.5572
Bufotes pseudoraddei,4878.880323
Bufotes siculus,148.8248286
Bufotes surdus,123585.8658
Bufotes turanensis,129151.8093
Bufotes variabilis,491188.9541
Bufotes viridis,549642.8785
Bufotes zamdaensis,0
Bufotes zugmayeri,0
Cacosternum aggestum,58.80451654
Cacosternum australis,405.3861138
Cacosternum boettgeri,166012.7158
Cacosternum capense,0
Cacosternum karooicum,1303.111394
Cacosternum kinangopensis,0
Cacosternum leleupi,5997.282114
Cacosternum namaquense,1618.227265
Cacosternum nanogularum,0
Cacosternum nanum,2629.993156
Cacosternum parvum,0
Cacosternum platys,14.41516627
Cacosternum plimptoni,2349.610835
Cacosternum poyntoni,0
Cacosternum rhythmum,16.98031498
Cacosternum striatum,220.2430544
Cacosternum thorini,0
Caecilia abitaguae,0
Caecilia antioquiaensis,0
Caecilia attenuata,0
Caecilia bokermanni,0
Caecilia caribea,0
Caecilia corpulenta,0
Caecilia crassisquama,0
Caecilia degenerata,0
Caecilia disossea,8586.810713
Caecilia dunni,0
Caecilia flavopunctata,0
Caecilia gracilis,84359.12685
Caecilia guntheri,30.67698917
Caecilia inca,0
Caecilia isthmica,388.2668776
Caecilia leucocephala,1463.273873
Caecilia marcusi,36942.19366
Caecilia nigricans,7532.6133
Caecilia occidentalis,0
Caecilia orientalis,0
Caecilia pachynema,0
Caecilia perdita,154.26555
Caecilia pressula,0
Caecilia subdermalis,81.58874441
Caecilia subnigricans,51772.94668
Caecilia tentaculata,230091.5717
Caecilia tenuissima,159.9146187
Caecilia thompsoni,0
Caecilia volcani,0
Callimedusa atelopoides,37000.26786
Callimedusa baltea,0
Callimedusa duellmani,0
Callimedusa ecuatoriana,0
Callimedusa perinesos,0
Callimedusa tomopterna,493978.3513
Callixalus pictus,0
Callulina dawida,0
Callulina hanseni,0
Callulina kanga,0
Callulina kisiwamsitu,0
Callulina kreffti,0
Callulina laphami,0
Callulina meteora,0
Callulina shengena,0
Callulina stanleyi,0
Callulops argus,0
Callulops biakensis,0.476942142
Callulops bicolor,0
Callulops boettgeri,1.212803455
Callulops comptus,0
Callulops doriae,4008.304325
Callulops dubius,17.58278527
Callulops eremnosphax,156.2614515
Callulops fojaensis,0
Callulops fuscus,80.51417238
Callulops glandulosus,0
Callulops humicola,0
Callulops kopsteini,15.512908
Callulops marmoratus,191.0487227
Callulops mediodiscus,0
Callulops microtis,8.843691241
Callulops neuhaussi,0
Callulops omnistriatus,0
Callulops personatus,4.70283078
Callulops robustus,68193.9958
Callulops sagittatus,0
Callulops stellatus,0.023575711
Callulops stictogaster,0
Callulops taxispilotus,7404.569098
Callulops valvifer,18.52460543
Callulops wilhelmanus,0
Callulops wondiwoiensis,0
Callulops yapenensis,0
Calotriton arnoldi,0
Calotriton asper,0
Calyptocephalella gayi,278.8148045
Capensibufo deceptus,0
Capensibufo magistratus,0
Capensibufo rosei,9.107337001
Capensibufo selenophos,0
Capensibufo tradouwi,0
Cardioglossa alsco,0
Cardioglossa annulata,0
Cardioglossa congolia,77.35948566
Cardioglossa cyaneospila,0
Cardioglossa elegans,705.1466826
Cardioglossa escalerae,15561.37986
Cardioglossa gracilis,46972.54534
Cardioglossa gratiosa,105715.0961
Cardioglossa inornata,0
Cardioglossa leucomystax,156826.7788
Cardioglossa manengouba,0
Cardioglossa melanogaster,0
Cardioglossa nigromaculata,531.3747133
Cardioglossa occidentalis,3463.842038
Cardioglossa oreas,0
Cardioglossa pulchra,4.63044594
Cardioglossa schioetzi,0
Cardioglossa trifasciata,0
Cardioglossa venusta,0
Celsiella revocata,0
Celsiella vozmedianoi,0
Centrolene acanthidiocephalum,0
Centrolene altitudinalis,0
Centrolene antioquiense,0
Centrolene azulae,0
Centrolene bacatum,0
Centrolene ballux,0
Centrolene buckleyi,283.4151181
Centrolene condor,0
Centrolene daidalea,0
Centrolene geckoideum,0
Centrolene gemmatum,0
Centrolene guanacarum,0
Centrolene heloderma,0
Centrolene hesperium,0
Centrolene huilense,0
Centrolene hybrida,0
Centrolene lema,0
Centrolene lemniscatum,0
Centrolene lynchi,0
Centrolene medemi,0
Centrolene muelleri,0
Centrolene notosticta,0
Centrolene ocellifera,0
Centrolene paezorum,0
Centrolene peristictum,0
Centrolene petrophilum,0
Centrolene pipilata,0
Centrolene quindianum,0
Centrolene robledoi,0
Centrolene sabini,0
Centrolene sanchezi,0
Centrolene savagei,358.569466
Centrolene scirtetes,0
Centrolene solitaria,0
Centrolene venezuelense,0
Ceratophrys aurita,16697.81251
Ceratophrys calcarata,51732.63436
Ceratophrys cornuta,487694.0875
Ceratophrys cranwelli,802763.6558
Ceratophrys joazeirensis,2274.369031
Ceratophrys ornata,487984.7108
Ceratophrys stolzmanni,2187.205792
Ceratophrys testudo,0
Ceuthomantis aracamuni,0
Ceuthomantis cavernibardus,0
Ceuthomantis duellmani,0
Ceuthomantis smaragdinus,0
Chacophrys pierottii,320343.8982
Chalcorana chalconota,71276.82925
Chalcorana crassiovis,1045.151393
Chalcorana eschatia,0.435243635
Chalcorana kampeni,1097.303988
Chalcorana macrops,4.664454986
Chalcorana megalonesa,2.533765735
Chalcorana mocquardii,7152.366898
Chalcorana parvaccola,839.222475
Chalcorana raniceps,84999.14914
Chalcorana rufipes,473.7955872
Chalcorana scutigera,0
Chaltenobatrachus grandisonae,888.9568193
Chaperina fusca,7569.833621
Charadrahyla altipotens,0
Charadrahyla chaneque,0
Charadrahyla esperancensis,0
Charadrahyla juanitae,0
Charadrahyla nephila,0
Charadrahyla pinorum,0
Charadrahyla sakbah,0
Charadrahyla taeniopus,38.61416628
Charadrahyla tecuani,0
Charadrahyla trux,0
Chiasmocleis alagoana,1.774876015
Chiasmocleis albopunctata,354403.6898
Chiasmocleis anatipes,0
Chiasmocleis antenori,68068.49266
Chiasmocleis atlantica,74.57496392
Chiasmocleis avilapiresae,1826.907379
Chiasmocleis bassleri,150289.7852
Chiasmocleis capixaba,226.4139872
Chiasmocleis carvalhoi,19120.22654
Chiasmocleis centralis,6282.150816
Chiasmocleis cordeiroi,0
Chiasmocleis crucis,0
Chiasmocleis devriesi,0
Chiasmocleis gnoma,0
Chiasmocleis hudsoni,38276.55826
Chiasmocleis jimi,0
Chiasmocleis lacrimae,18992.29321
Chiasmocleis leucosticta,2457.330641
Chiasmocleis magnova,0
Chiasmocleis mantiqueira,0
Chiasmocleis mehelyi,65223.47955
Chiasmocleis sapiranga,0
Chiasmocleis schubarti,3561.358285
Chiasmocleis shudikarensis,63622.74319
Chiasmocleis tridactyla,0
Chiasmocleis ventrimaculata,183012.9356
Chikila fulleri,0
Chimerella corleone,0
Chimerella mariaelenae,0
Chioglossa lusitanica,185.3090349
Chirixalus cherrapunjiae,0
Chirixalus doriae,9700.214075
Chirixalus dudhwaensis,582.3343274
Chirixalus nongkhorensis,82085.20198
Chirixalus simus,7685.574939
Chirixalus trilaksonoi,0
Chiromantis inexpectatus,0
Chiromantis kelleri,197360.118
Chiromantis petersii,156086.8098
Chiromantis rufescens,239475.5751
Chiromantis xerampelina,393376.6694
Chiropterotriton arboreus,0
Chiropterotriton aureus,0
Chiropterotriton casasi,0
Chiropterotriton ceronorum,0
Chiropterotriton chico,0
Chiropterotriton chiropterus,0
Chiropterotriton chondrostega,0
Chiropterotriton cieloensis,0
Chiropterotriton cracens,0
Chiropterotriton dimidiatus,0
Chiropterotriton infernalis,0
Chiropterotriton lavae,0
Chiropterotriton magnipes,0
Chiropterotriton melipona,0
Chiropterotriton miquihuanus,0
Chiropterotriton mosaueri,0
Chiropterotriton multidentatus,0
Chiropterotriton nubilus,0
Chiropterotriton orculus,8.159946217
Chiropterotriton perotensis,0
Chiropterotriton priscus,0
Chiropterotriton terrestris,0
Chiropterotriton totonacus,0
Choerophryne alainduboisi,0
Choerophryne allisoni,0
Choerophryne alpestris,0
Choerophryne amomani,0
Choerophryne arndtorum,0
Choerophryne bickfordi,0
Choerophryne bisyllaba,0
Choerophryne brevicrus,0
Choerophryne brunhildae,0
Choerophryne bryonopsis,0
Choerophryne burtoni,0
Choerophryne crucifer,1.551417117
Choerophryne darlingtoni,0
Choerophryne epirrhina,0
Choerophryne exclamitans,0
Choerophryne fafniri,0
Choerophryne gracilirostris,0
Choerophryne grylloides,0
Choerophryne gudrunae,0
Choerophryne gunnari,0
Choerophryne laurini,0
Choerophryne longirostris,0
Choerophryne microps,0
Choerophryne multisyllaba,0
Choerophryne murrita,0
Choerophryne nigrescens,0
Choerophryne pandanicola,0
Choerophryne pipiens,0
Choerophryne proboscidea,3536.478763
Choerophryne rhenaurum,0
Choerophryne rostellifer,276.8811439
Choerophryne sanguinopicta,0
Choerophryne siegfriedi,0
Choerophryne swanhildae,0
Choerophryne tubercula,0
Choerophryne valkuriarum,0
Choerophryne variegata,3215.095971
Chrysobatrachus cupreonitens,0
Chrysopaa sternosignata,57267.81276
Chthonerpeton arii,83.76763597
Chthonerpeton indistinctum,92591.87226
Chthonerpeton noctinectes,0
Chthonerpeton onorei,0
Chthonerpeton viviparum,209.2093609
Churamiti maridadi,0
Clinotarsus alticola,31013.2479
Clinotarsus curtipes,34.04069842
Cochranella duidaeana,0
Cochranella erminea,0
Cochranella euhystrix,0
Cochranella euknemos,2202.428814
Cochranella geijskesi,0
Cochranella granulosa,2381.645108
Cochranella guayasamini,0
Cochranella litoralis,408.5006104
Cochranella mache,168.644609
Cochranella megistra,0
Cochranella nola,0
Cochranella phryxa,0
Cochranella ramirezi,4069.387491
Cochranella resplendens,19368.28767
Cochranella riveroi,0
Cochranella xanthocheridia,8.279117262
Colostethus agilis,0
Colostethus alacris,0
Colostethus dysprosium,0
Colostethus furviventris,0
Colostethus imbricolus,38.62125436
Colostethus inguinalis,2660.529247
Colostethus jacobuspetersi,0
Colostethus latinasus,0
Colostethus lynchi,10.21853955
Colostethus mertensi,8.824243924
Colostethus panamansis,616.9666044
Colostethus poecilonotus,0
Colostethus pratti,829.5079511
Colostethus ruthveni,0
Colostethus thorntoni,0
Colostethus ucumari,0
Colostethus yaguara,0
Conraua alleni,2056.303416
Conraua beccarii,5460.019308
Conraua crassipes,7724.400148
Conraua derooi,0
Conraua goliath,153.5871383
Conraua robusta,0
Conraua sagyimase,0
Cophixalus aenigma,0
Cophixalus albolineatus,9.257102804
Cophixalus amabilis,0
Cophixalus ateles,0
Cophixalus balbus,2.123693261
Cophixalus bewaniensis,0
Cophixalus biroi,2236.789961
Cophixalus bombiens,0.070140817
Cophixalus cateae,0
Cophixalus caverniphilus,0
Cophixalus cheesmanae,652.4658381
Cophixalus clapporum,0
Cophixalus concinnus,0
Cophixalus crepitans,149.7735083
Cophixalus cryptotympanum,0
Cophixalus cupricarenus,5.870098579
Cophixalus daymani,0
Cophixalus desticans,27.66956209
Cophixalus exiguus,0
Cophixalus hannahae,0
Cophixalus hosmeri,0
Cophixalus humicola,0
Cophixalus infacetus,950.7567928
Cophixalus interruptus,0
Cophixalus iovaorum,0
Cophixalus kaindiensis,0
Cophixalus kethuk,5.870098579
Cophixalus linnaeus,0
Cophixalus mcdonaldi,92.47648903
Cophixalus melanops,0
Cophixalus misimae,12.74973513
Cophixalus monosyllabus,0
Cophixalus montanus,1.270245619
Cophixalus monticola,0
Cophixalus neglectus,0
Cophixalus nexipus,0
Cophixalus nubicola,0
Cophixalus ornatus,2109.008056
Cophixalus parkeri,0
Cophixalus peninsularis,225.4674108
Cophixalus phaeobalius,0
Cophixalus pictus,0.075612992
Cophixalus pipilans,2.470293563
Cophixalus pulchellus,0
Cophixalus rajampatensis,113.387998
Cophixalus riparius,0
Cophixalus salawatiensis,11.6944115
Cophixalus saxatilis,0
Cophixalus shellyi,0
Cophixalus sphagnicola,0
Cophixalus tagulensis,0
Cophixalus tenuidactylus,0
Cophixalus tetzlaffi,0
Cophixalus timidus,0
Cophixalus tomaiodactylus,0
Cophixalus tridactylus,0
Cophixalus variabilis,42.26383758
Cophixalus verecundus,0
Cophixalus verrucosus,207.3350081
Cophixalus viridis,0
Cophixalus wempi,0
Cophixalus zweifeli,1180.502374
Cophyla alticola,0
Cophyla barbouri,215.3357555
Cophyla berara,0
Cophyla grandis,5355.256155
Cophyla karenae,0
Cophyla maharipeo,0
Cophyla mavomavo,0
Cophyla milloti,1.818374468
Cophyla noromalalae,0
Cophyla occultans,5.885824034
Cophyla olgae,0
Cophyla phyllodactyla,764.60204
Cophyla pollicaris,0
Cophyla puellarum,0
Cophyla rava,0
Cophyla tetra,243.5483773
Cophyla tsaratananaensis,0
Cophyla tuberifera,327.4148036
Copiula alpestris,0
Copiula annanoreenae,0
Copiula exspectata,0
Copiula fistulans,256.2870442
Copiula guttata,886.882089
Copiula lennarti,0
Copiula major,0
Copiula minor,0
Copiula obsti,0
Copiula oxyrhina,12.94757435
Copiula pipiens,7796.252746
Copiula tyleri,60.49647007
Cornufer acrochordus,445.7511666
Cornufer aculeodactylus,414.9264575
Cornufer adiastolus,25.45467493
Cornufer admiraltiensis,9.121780877
Cornufer akarithymus,234.6906476
Cornufer batantae,113.3879999
Cornufer bimaculatus,0
Cornufer boulengeri,176.2114377
Cornufer browni,0.862462064
Cornufer bufoniformis,791.8864842
Cornufer bufonulus,0
Cornufer caesiops,0
Cornufer cheesmanae,0
Cornufer citrinospilus,0
Cornufer cryptotis,13.05246778
Cornufer custos,9.126609241
Cornufer desticans,325.957428
Cornufer elegans,60.2940416
Cornufer exedrus,0
Cornufer gigas,0
Cornufer gilliardi,196.1758016
Cornufer guentheri,1025.913907
Cornufer guppyi,992.0622358
Cornufer hedigeri,956.4108888
Cornufer heffernani,355.1517473
Cornufer latro,12.1068693
Cornufer macrops,0
Cornufer macrosceles,0.008325266
Cornufer magnus,101.3390437
Cornufer malukuna,104.7632245
Cornufer mamusiorum,0
Cornufer manus,9.126609241
Cornufer mediodiscus,76.41720005
Cornufer mimicus,196.1757914
Cornufer minutus,60.3228348
Cornufer montanus,0
Cornufer myersi,0
Cornufer nakanaiorum,0
Cornufer neckeri,395.7075088
Cornufer nexipus,25.67569143
Cornufer opisthodon,638.4263906
Cornufer papuensis,31727.40331
Cornufer parilis,177.4675271
Cornufer parkeri,76.40999279
Cornufer pelewensis,46.72972766
Cornufer punctatus,571.1992168
Cornufer schmidti,297.4953832
Cornufer solomonis,1145.301124
Cornufer sulcatus,0
Cornufer trossulus,423.2861864
Cornufer vertebralis,878.7159404
Cornufer vitianus,101.8448836
Cornufer vitiensis,319.9373288
Cornufer vogti,11.67182876
Cornufer weberi,1230.117902
Cornufer wolfi,103.9958809
Cornufer wuenscheorum,0
Corythomantis greeningi,74759.23955
Craugastor adamastus,0
Craugastor aenigmaticus,0
Craugastor alfredi,6348.563754
Craugastor amniscola,0
Craugastor anciano,0
Craugastor andi,0
Craugastor angelicus,0
Craugastor aphanus,0
Craugastor augusti,71541.89942
Craugastor aurilegulus,88.05639012
Craugastor azueroensis,0
Craugastor batrachylus,0
Craugastor berkenbuschii,956.1615893
Craugastor blairi,0
Craugastor bocourti,0.028283251
Craugastor bransfordii,2955.3781519999998
Craugastor brocchi,0
Craugastor campbelli,0
Craugastor castanedai,0
Craugastor catalinae,0
Craugastor chac,215.6382652
Craugastor charadra,102.0105163
Craugastor chingopetaca,0.301585448
Craugastor chrysozetetes,0
Craugastor coffeus,0
Craugastor crassidigitus,2364.43685
Craugastor cruzi,0
Craugastor cuaquero,0
Craugastor cyanochthebius,0
Craugastor daryi,0
Craugastor decoratus,93.68608234
Craugastor emcelae,0
Craugastor emleni,0
Craugastor epochthidius,0
Craugastor escoces,0
Craugastor evanesco,8.664950979
Craugastor fecundus,0
Craugastor fitzingeri,19236.64038
Craugastor fleischmanni,0
Craugastor gabbi,0
Craugastor galacticorhinus,0
Craugastor glaucus,0
Craugastor gollmeri,1040.253423
Craugastor greggi,0
Craugastor guerreroensis,0
Craugastor gulosus,0
Craugastor gutschei,0
