OBJECTID,FID_AMPHIBIANS_Dissolve,id_no,binomial,original_area_km2,FID_Basins,Type,ID,Structure,Area,SubClass,MainClass,VERTEX,Shape_Length,Shape_Area,final_area_km2
2651,2986,57105,Oreobates quixensis,1474833.957,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,68.45400785,9.822702886,120085.3884
2652,2991,57110,Lepidobatrachus asper,408214.3321,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,50.27656956,35.75728367,398099.8644
2653,2992,57111,Lepidobatrachus laevis,478684.3631,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,46.37197562,41.4609419,467473.3964
2654,2993,57112,Lepidobatrachus llanensis,302269.1959,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,45.81073366,26.00993797,292060.5585
2655,3021,57142,Leptodactylus longirostris,646177.4522,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,31.80480287,0.855974611,10441.66718
2656,3023,57144,Leptodactylus melanonotus,833113.5766,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,486.5292813,14.34645465,166616.1851
2657,3033,57154,Leptodactylus pentadactylus,4505636.807,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,270.4644802,26.21826329,319870.5452
2658,3034,57155,Leptodactylus petersii,6056592.576,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,495.729956,32.7730301,398710.207
2659,3149,57274,Physalaemus riograndensis,511905.4141,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,163.9657206,21.77354346,233542.3324
2660,3151,57276,Physalaemus santafecinus,87322.69615,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.3206602,7.906840641,85573.86073
2661,3153,57278,Physalaemus soaresi,36.60935386,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.36932653,0.001730097,19.65443114
2662,3154,57279,Physalaemus spiniger,14979.1838,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,23.327851,0.134289903,1507.96337
2663,3155,57280,Phyzelaphryne miriamae,1167037.372,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,27.62414026,0.651730572,8007.636452
2664,3156,57281,Pleurodema bibroni,310373.9256,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,54.3442072,1.546969414,16160.36989
2665,3160,57285,Pleurodema cinereum,259839.5917,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,62.34383472,2.65030245,30975.6932
2666,3657,57816,Hypopachus pictiventris,20108.37924,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.168422014,0.078842782,952.7357284
2667,1455,55480,Boana fasciata,5190332.286,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,367.9368125,44.3368138,535992.4272
2668,1462,55487,Boana geographica,10419488.85,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1045.80216,79.47953441,956534.7934
2669,1764,55811,Osteopilus septentrionalis,279112.5731,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,282.547831,10.41268711,116607.824
2670,1856,55904,Pseudis paradoxa,7745151.762,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,904.634557,137.3515543,1590158.075
2671,1857,55905,Pseudis tocantins,159133.5334,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,25.63577803,3.669118293,44080.38574
2672,1858,55906,Smilisca dentata,387.229016,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.15745334,0.000924998,10.58836487
2673,1859,55907,Smilisca fodiens,252590.7983,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,120.4957502,5.293592927,57870.15064
2674,1911,55959,Scinax garbei,3703815.448,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,206.1069872,34.43275457,415315.937
2675,1912,55960,Scinax granulatus,647710.4519,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,146.757842,8.78073963,91302.60137
2676,1913,55961,Scinax hayii,180301.1434,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,67.09251251,0.590953743,6708.757494
2677,1916,55964,Ololygon humilis,43686.90177,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,28.12766387,0.363822595,4153.470279
2678,1917,55965,Scinax ictericus,73607.06006,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.926883521,0.889751301,10693.75914
2679,1919,55967,Ololygon jureia,290.8002359,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.031816184,0.021519941,241.3513009
2680,1923,55971,Ololygon littoralis,9977.632595,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,22.00606505,0.114229696,1283.187846
2681,1924,55972,Ololygon littoreus,5274.320883,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.747217559,0.059334698,674.6876055
2682,1931,55980,Scinax nasicus,2586329.916,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,340.1435982,116.5238257,1303831.307
2683,1932,55981,Scinax nebulosus,4503171.847,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,459.8896627,26.69607054,324140.3671
2684,2995,57114,Leptodactylus bolivianus,6208337.11,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,633.885697,61.51530673,747242.1218
2685,2996,57115,Leptodactylus bufonius,1077091.737,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,202.2111349,84.98424071,948417.6238
2686,2997,57116,Leptodactylus caatingae,367730.029,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,84.88752916,5.065163055,61192.78692
2687,2999,57118,Leptodactylus chaquensis,1991621.782,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,334.9760474,120.2660815,1359320.973
2688,3004,57124,Leptodactylus elenae,2392599.659,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,360.10001,104.8730832,1199981.54
2689,3006,57126,Leptodactylus flavopictus,73284.05714,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,68.10148518,0.564341956,6393.777516
2690,3007,57127,Leptodactylus fragilis,1557072.576,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,673.2731037,38.6886367,462757.7849
2691,3010,57130,Leptodactylus gracilis,1957972.843,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,317.5903305,104.6017569,1115538.205
2692,3014,57135,Leptodactylus knudseni,5236776.17,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,342.3669831,39.70214936,479839.2841
2693,3016,57137,Leptodactylus labyrinthicus,2656572.758,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,272.19551,26.3342517,309863.7337
2694,3017,57138,Leptodactylus laticeps,433225.1795,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,32.37996683,38.17280766,429735.8208
2695,3018,57139,Leptodactylus latinasus,1823556.055,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,332.2858626,122.4363291,1338592.478
2696,3019,57140,Leptodactylus leptodactyloides,4793929.77,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,391.742776,44.93110338,542924.6581
2697,3020,57141,Leptodactylus lithonaetes,116702.8505,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.170333015,0.217406639,2658.791321
2698,3029,57150,Leptodactylus notoaktites,191865.8554,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,42.32574404,0.229816724,2575.282849
2699,3030,57151,Leptodactylus latrans,10932978.97,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1507.332406,220.3297025,2446797.434
2700,3051,57173,Leptodactylus ventrimaculatus,123067.016,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,55.46092074,0.611685533,7511.33423
2701,3054,57176,Limnomedusa macroglossa,468216.627,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,65.64859623,1.937488946,20306.98252
2702,3055,57177,Lithodytes lineatus,5404782.153,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,381.408527,46.32619784,560450.8479
2703,3056,57178,Macrogenioglottus alipioi,250867.5409,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,103.0659388,1.05936861,12295.84282
2704,3060,57182,Megaelosia goeldii,10179.24838,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.089950576,7.68776E-05,0.874518784
2705,3064,57186,Odontophrynus americanus,3352995.307,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,502.2799563,103.2972226,1087459.31
2706,3127,57252,Physalaemus ephippifer,2097285.243,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,217.1033204,10.37859043,127573.9541
2707,3130,57255,Physalaemus fernandezae,45813.05508,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,29.89635507,3.098895097,30704.01503
2708,3132,57257,Physalaemus marmoratus,2034661.133,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,126.0528596,14.41699853,169635.1792
2709,3133,57258,Physalaemus gracilis,542093.7017,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,93.57751008,3.789709944,39818.09788
2710,3134,57259,Physalaemus henselii,500354.6609,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,96.75907159,6.206597983,64779.99771
2711,3137,57262,Physalaemus lisei,57482.47536,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,15.44992678,0.334624648,3593.703838
2712,3138,57263,Physalaemus maculiventris,116118.369,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.686610456,0.035117743,396.090501
2713,3140,57265,Physalaemus moreirae,3472.722087,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.106114726,0.011176151,125.9648204
2714,3141,57266,Physalaemus nanus,37975.26212,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.138066587,0.100684123,1089.275992
2715,3142,57267,Physalaemus nattereri,2307187.705,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,193.8892023,24.74293114,290921.6918
2716,3143,57268,Physalaemus obtectus,21119.99366,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.113144376,0.000270229,3.141961796
2717,3144,57269,Physalaemus olfersii,218505.1887,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,61.54693594,0.577783573,6559.287254
2718,3145,57270,Engystomops petersi,400143.8264,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,35.18931498,3.311524244,40662.35082
2719,3161,57286,Pleurodema diplolister,1388633.211,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,119.7152714,6.466003362,78042.30539
2720,3162,57287,Pleurodema guayapae,130776.5105,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,52.9871194,9.336227422,100653.0378
2721,3168,57293,Proceratophrys appendiculata,101026.679,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,59.14511279,0.442087491,5016.790281
2722,3169,57294,Proceratophrys avelinoi,241785.672,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.145869393,0.001149327,12.5914153
2723,3171,57296,Proceratophrys boiei,643505.1541,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,137.8167976,1.213895596,14011.99365
2724,3172,57297,Proceratophrys brauni,10048.79191,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.458474811,0.001552606,16.79327011
2725,3178,57303,Proceratophrys laticeps,76709.62925,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,30.99319406,0.378034331,4441.328399
2726,3179,57304,Proceratophrys melanopogon,15675.04486,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.624758537,0.002756859,31.33998068
2727,3184,57309,Proceratophrys subguttata,17641.65794,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.082769162,0.100739183,1090.362619
2728,3185,57310,Pseudopaludicola boliviana,4069773.479,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,386.5425391,77.71280378,904619.4693
2729,3187,57312,Pseudopaludicola ceratophyes,464572.4946,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,24.49655236,4.232943511,51845.75924
2730,3188,57313,Pseudopaludicola falcipes,1643206.141,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,207.0165816,31.5003178,336320.3884
2731,3191,57316,Pseudopaludicola mirandae,468.6911283,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.733542825,0.042818363,468.6911283
2732,3192,57317,Pseudopaludicola mystacalis,2616674.632,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,145.7166357,20.20068069,231391.825
2733,3195,57320,Pseudopaludicola saltica,956911.7195,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.03001168,1.353796263,15765.22228
2734,3196,57321,Pseudopaludicola ternetzi,339973.2807,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,23.28336201,1.459880171,17443.44963
2735,3247,57372,Thoropa saxatilis,4881.529594,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.356639976,0.001335397,14.43493389
2736,3248,57373,Leptodactylus discodactylus,1083373.354,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,62.4747397,8.55556224,104800.0357
2737,3250,57375,Zachaenus parvulus,7737.172323,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.168679005,0.002078967,23.57466675
2738,3592,57748,Chiasmocleis albopunctata,2548418.709,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,211.8716504,30.02635691,354403.6898
2739,3594,57750,Chiasmocleis atlantica,18652.79964,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.213098323,0.006551948,74.57496392
2740,3595,57751,Chiasmocleis bassleri,1753806.079,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,71.00898374,12.3590094,150289.7852
2741,3597,57753,Chiasmocleis lacrimae,122184.0362,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.578608154,1.548370036,18992.29321
2742,3598,57754,Chiasmocleis centralis,62329.05368,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.507629787,0.527359904,6282.150816
2743,3601,57757,Chiasmocleis hudsoni,1027688.713,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,95.40355726,3.118380566,38276.55826
2744,3603,57759,Chiasmocleis leucosticta,115137.9127,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,42.98036195,0.219633501,2457.330641
2745,3604,57760,Chiasmocleis mehelyi,113443.8201,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,28.83034035,5.559794914,65223.47955
2746,3607,57763,Chiasmocleis shudikarensis,2910660.661,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,107.829838,5.172568398,63622.74319
2747,3642,57801,Ctenophryne geayi,5940932.827,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,418.0098147,46.50259385,563091.9571
2748,3645,57804,Dermatonotus muelleri,4099961.531,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,345.4175717,82.01964754,942814.3093
2749,3648,57807,Elachistocleis bicolor,1572141.464,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,264.015494,74.91832649,812784.8813
2750,3652,57811,Elachistocleis skotogaster,8322.222025,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.013389443,0.075710581,853.6083772
2751,3656,57815,Gastrophryne olivacea,1708919.564,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,557.4680652,27.39487232,296748.5533
2752,3658,57817,Hypopachus ustus,209172.8933,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,125.218941,2.505421343,29246.30352
2753,3662,57821,Hamptophryne boliviana,5533727.61,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,422.8312806,45.82912418,554346.1881
2754,3736,57898,Myersiella microps,90328.47069,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,47.71429661,0.480160396,5482.678109
2755,3849,58016,Synapturanus mirandaribeiroi,1318012.836,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,11.18646821,0.22524378,2770.011546
2756,3850,58017,Synapturanus rabus,309437.1347,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.387872785,0.030679543,375.8355083
2757,3853,58020,Chiasmocleis carvalhoi,122087.0762,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.593659953,1.558798773,19120.22654
2758,3979,58158,Pipa arrabali,1038465.19,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,43.6168569,1.651039742,20237.21347
2759,3984,58163,Pipa pipa,5940235.878,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,583.4544351,55.52715439,672451.0723
2760,3985,58164,Pipa snethlageae,1832282.678,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,63.76074761,2.517745316,30956.93393
2761,4344,58553,Rana aurora,218206.568,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,113.7977894,0.255421033,2122.46505
2762,4351,58561,Lithobates berlandieri,1463444.31,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,695.5734446,29.32774313,327081.2312
2763,4352,58562,Lithobates blairi,1423705.374,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,111.0893136,7.542623549,77683.93845
2764,4364,58575,Lithobates chiricahuensis,230821,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,69.81729899,1.687990415,17775.71295
2765,4384,58599,Lithobates forreri,227801.8116,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,194.5659935,4.661779193,53381.84323
2766,4409,58628,Lithobates johni,2121.926241,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.063465829,0.00020048,2.327736459
2767,4428,58649,Rana luteiventris,1322431.824,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,451.2241407,11.55861374,108470.1698
2768,4434,58655,Lithobates maculatus,184813.1933,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,15.69115696,0.151729318,1801.861023
2769,4435,58656,Lithobates magnaocularis,216582.0964,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,49.48791178,2.229429856,24818.09042
2770,4441,58662,Lithobates megapoda,61534.9948,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,20.1375232,0.469739205,5434.094154
2771,4442,58664,Lithobates miadis,1.681581691,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.084915048,6.76177E-05,0.813732317
2772,4449,58671,Lithobates montezumae,158725.8659,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,54.87337139,1.072168089,12365.51822
2773,4455,58677,Lithobates neovolcanicus,60255.49443,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,22.71081481,0.507600166,5869.836811
2774,4464,58689,Lithobates palmipes,6967847.109,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,607.8058797,68.70541331,834037.6156
2775,4475,58701,Lithobates psilonota,57236.38447,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.614333315,0.023089814,266.6622184
2776,4477,58703,Lithobates pustulosus,116588.789,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.59269049,0.202429202,2352.712642
2777,4494,58722,Lithobates spectabilis,78375.35448,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.285525993,0.085948127,999.7077203
2778,4502,58731,Lithobates tarahumarae,97233.23531,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.371994465,0.024688047,261.8716813
2779,4503,58732,Lithobates taylori,28326.40959,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.643951724,0.041040621,495.9679361
2780,4515,58744,Lithobates vaillanti,507231.8822,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,235.4631399,4.988985794,59197.60342
2781,4525,58754,Lithobates zweifeli,121608.4732,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.798008458,0.036913031,430.1607513
2782,4770,59041,Scaphiopus couchii,1954541.651,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,973.3482694,40.19571904,431273.7358
2783,4772,59043,Scaphiopus hurterii,453624.6672,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,85.73976342,6.061098314,65859.48758
2784,4773,59044,Spea bombifrons,2525315.571,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,361.5658553,17.31228666,182833.5633
2785,4774,59045,Spea hammondii,121995.8104,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,32.19391815,3.965253057,39024.00431
2786,4775,59046,Spea intermontana,1000666.685,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,733.7728449,23.33042396,222082.4228
2787,4785,59057,Ambystoma gracile,350874.0493,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,162.5337717,0.454343616,3794.348979
2788,4794,59066,Ambystoma ordinarium,3394.33222,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.098374667,0.000302047,3.503345797
2789,4796,59068,Ambystoma rosaceum,162904.4346,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.171126426,0.157802748,1681.145732
2790,4805,59079,Dicamptodon copei,25986.76301,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.344762712,0.008874855,75.4199312
2791,1776,55823,Trachycephalus resinifictrix,4649280.397,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,342.7961737,28.82820701,351237.8096
2792,1777,55824,Trachycephalus typhonius,12129294.62,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1672.974656,174.6736102,2059725.163
2793,3008,57128,Leptodactylus furnarius,1149082.85,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,24.48388244,0.714753244,8487.024157
2794,3009,57129,Leptodactylus fuscus,11740481.48,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1473.408535,164.3884246,1928546.391
2795,3024,57145,Leptodactylus myersi,218257.8655,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.71175646,0.193667711,2377.406255
2796,3025,57146,Leptodactylus mystaceus,7135141.504,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,620.9013779,54.54731276,660022.5318
2797,3026,57147,Leptodactylus mystacinus,5187119.399,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,708.3230761,158.4926246,1713840.613
2798,3036,57157,Leptodactylus podicipinus,3871653.266,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,390.7781968,77.85542095,897425.4635
2799,3038,57159,Leptodactylus pustulatus,1121297.541,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,84.05058939,8.176919909,98508.1092
2800,3039,57160,Leptodactylus rhodomystax,5152536.674,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,337.205761,35.50807467,431341.7176
2801,3041,57163,Leptodactylus riveroi,836715.7086,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.911898717,0.119829553,1473.14671
2802,3046,57168,Leptodactylus stenodema,4406416.985,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,286.3663468,18.49772657,227072.4566
2803,3047,57169,Leptodactylus syphax,3025391.536,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,268.10353,27.58585074,327992.6382
2804,3049,57171,Leptodactylus troglodytes,1942695.999,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,243.3824303,13.84270524,166767.991
2805,3066,57188,Odontophrynus carvalhoi,912848.0617,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,107.4475374,6.201577148,74853.27732
2806,3069,57191,Odontophrynus lavillai,679743.1694,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,71.06079013,46.07332386,520249.7658
2807,3075,57197,Paratelmatobius poecilogaster,1325.919984,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.031079033,2.56701E-05,0.289633808
2808,3113,57238,Physalaemus albifrons,705901.457,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,58.89702947,2.414146604,29190.47898
2809,3114,57239,Physalaemus albonotatus,1773514.726,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,308.6972593,80.43801816,916488.0993
2810,3115,57240,Physalaemus atlanticus,4.901346715,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.041299638,3.92995E-05,0.444808131
